0  -1  0
1  -1  1
2  -1  0
3  0  0
4  1  0
5  2  0
6  3  0
7  2  0
8  1  0
9  1  1
10  0  1
11  1  1
12  1  2
13  2  2
14  1  2
15  1  1
16  0  1
17  0  0
18  1  0
19  2  0
20  2  1
21  1  1
22  2  1
23  2  2
24  2  1
25  3  1
26  3  0
27  2  0
28  2  -1
29  2  0
30  3  0
31  2  0
32  1  0
33  0  0
34  -1  0
35  -1  -1
36  -1  -2
37  -2  -2
38  -3  -2
39  -3  -1
40  -3  0
41  -2  0
42  -1  0
43  -1  -1
44  -1  -2
45  -1  -1
46  -2  -1
47  -3  -1
48  -2  -1
49  -3  -1
50  -2  -1
51  -3  -1
52  -3  -2
53  -2  -2
54  -3  -2
55  -2  -2
56  -3  -2
57  -2  -2
58  -3  -2
59  -2  -2
60  -1  -2
61  -2  -2
62  -1  -2
63  -1  -1
64  -1  -2
65  -1  -3
66  -2  -3
67  -2  -4
68  -1  -4
69  -2  -4
70  -3  -4
71  -3  -3
72  -2  -3
73  -2  -4
74  -3  -4
75  -4  -4
76  -4  -5
77  -4  -6
78  -4  -5
79  -4  -6
80  -3  -6
81  -4  -6
82  -5  -6
83  -5  -7
84  -5  -8
85  -5  -7
86  -5  -6
87  -6  -6
88  -6  -7
89  -7  -7
90  -6  -7
91  -6  -8
92  -5  -8
93  -6  -8
94  -7  -8
95  -7  -7
96  -7  -6
97  -8  -6
98  -7  -6
99  -7  -7
100  -6  -7
101  -5  -7
102  -5  -8
103  -6  -8
104  -6  -9
105  -5  -9
106  -4  -9
107  -5  -9
108  -5  -8
109  -5  -7
110  -5  -8
111  -5  -9
112  -6  -9
113  -7  -9
114  -7  -10
115  -6  -10
116  -6  -11
117  -6  -10
118  -5  -10
119  -4  -10
120  -3  -10
121  -2  -10
122  -1  -10
123  0  -10
124  0  -11
125  0  -10
126  0  -9
127  -1  -9
128  -1  -8
129  -1  -9
130  -1  -10
131  -1  -11
132  -1  -12
133  -2  -12
134  -1  -12
135  0  -12
136  0  -13
137  1  -13
138  1  -14
139  0  -14
140  0  -15
141  -1  -15
142  -2  -15
143  -2  -14
144  -2  -15
145  -3  -15
146  -4  -15
147  -4  -14
148  -5  -14
149  -6  -14
150  -6  -13
151  -6  -14
152  -6  -15
153  -6  -14
154  -7  -14
155  -7  -15
156  -7  -14
157  -8  -14
158  -9  -14
159  -8  -14
160  -8  -15
161  -8  -16
162  -9  -16
163  -10  -16
164  -9  -16
165  -10  -16
166  -9  -16
167  -9  -17
168  -8  -17
169  -9  -17
170  -8  -17
171  -8  -18
172  -8  -17
173  -8  -18
174  -7  -18
175  -8  -18
176  -8  -19
177  -9  -19
178  -9  -18
179  -9  -19
180  -8  -19
181  -9  -19
182  -9  -20
183  -9  -19
184  -8  -19
185  -8  -20
186  -7  -20
187  -7  -19
188  -6  -19
189  -5  -19
190  -4  -19
191  -4  -18
192  -4  -17
193  -4  -16
194  -3  -16
195  -2  -16
196  -3  -16
197  -2  -16
198  -3  -16
199  -2  -16
200  -3  -16
201  -3  -17
202  -3  -16
203  -4  -16
204  -4  -17
205  -4  -18
206  -3  -18
207  -4  -18
208  -4  -17
209  -5  -17
210  -6  -17
211  -7  -17
212  -7  -16
213  -7  -17
214  -7  -16
215  -6  -16
216  -6  -17
217  -6  -16
218  -5  -16
219  -5  -15
220  -5  -16
221  -5  -15
222  -6  -15
223  -7  -15
224  -7  -16
225  -7  -15
226  -8  -15
227  -8  -16
228  -8  -15
229  -7  -15
230  -7  -14
231  -6  -14
232  -7  -14
233  -7  -13
234  -7  -14
235  -8  -14
236  -8  -15
237  -8  -14
238  -9  -14
239  -10  -14
240  -11  -14
241  -11  -13
242  -12  -13
243  -12  -12
244  -12  -11
245  -13  -11
246  -13  -12
247  -12  -12
248  -11  -12
249  -10  -12
250  -9  -12
251  -8  -12
252  -9  -12
253  -10  -12
254  -10  -11
255  -11  -11
256  -10  -11
257  -10  -10
258  -10  -11
259  -10  -12
260  -9  -12
261  -9  -13
262  -10  -13
263  -9  -13
264  -9  -12
265  -8  -12
266  -8  -13
267  -8  -12
268  -9  -12
269  -8  -12
270  -7  -12
271  -7  -13
272  -7  -12
273  -6  -12
274  -5  -12
275  -5  -11
276  -5  -12
277  -5  -11
278  -4  -11
279  -5  -11
280  -5  -12
281  -4  -12
282  -5  -12
283  -5  -11
284  -6  -11
285  -7  -11
286  -7  -10
287  -8  -10
288  -9  -10
289  -9  -9
290  -9  -10
291  -10  -10
292  -11  -10
293  -11  -9
294  -12  -9
295  -12  -8
296  -13  -8
297  -13  -9
298  -12  -9
299  -12  -8
300  -11  -8
301  -10  -8
302  -9  -8
303  -8  -8
304  -8  -7
305  -8  -8
306  -9  -8
307  -10  -8
308  -10  -7
309  -11  -7
310  -11  -6
311  -10  -6
312  -10  -7
313  -11  -7
314  -11  -8
315  -11  -7
316  -11  -8
317  -12  -8
318  -12  -7
319  -12  -6
320  -13  -6
321  -13  -7
322  -13  -8
323  -12  -8
324  -12  -7
325  -13  -7
326  -12  -7
327  -12  -8
328  -12  -9
329  -13  -9
330  -13  -8
331  -12  -8
332  -11  -8
333  -11  -9
334  -12  -9
335  -13  -9
336  -12  -9
337  -12  -8
338  -11  -8
339  -12  -8
340  -11  -8
341  -11  -7
342  -11  -6
343  -11  -5
344  -11  -4
345  -10  -4
346  -11  -4
347  -11  -5
348  -12  -5
349  -13  -5
350  -12  -5
351  -13  -5
352  -14  -5
353  -14  -6
354  -13  -6
355  -14  -6
356  -14  -5
357  -14  -6
358  -14  -5
359  -15  -5
360  -15  -4
361  -16  -4
362  -16  -3
363  -15  -3
364  -15  -2
365  -15  -1
366  -14  -1
367  -14  0
368  -15  0
369  -15  1
370  -15  0
371  -15  1
372  -16  1
373  -15  1
374  -15  2
375  -15  3
376  -16  3
377  -16  4
378  -16  3
379  -15  3
380  -14  3
381  -14  4
382  -14  5
383  -15  5
384  -15  4
385  -15  3
386  -15  4
387  -16  4
388  -16  5
389  -17  5
390  -16  5
391  -17  5
392  -16  5
393  -16  6
394  -15  6
395  -15  7
396  -15  8
397  -15  9
398  -15  8
399  -15  7
400  -15  8
