0  0  1
1  1  1
2  0  1
3  0  2
4  0  1
5  1  1
6  0  1
7  1  1
8  2  1
9  3  1
10  2  1
11  2  0
12  2  1
13  2  2
14  3  2
15  3  3
16  2  3
17  2  4
18  3  4
19  3  3
20  3  2
21  3  3
22  2  3
23  3  3
24  3  4
25  3  5
26  3  6
27  3  7
28  3  8
29  2  8
30  1  8
31  2  8
32  3  8
33  4  8
34  3  8
35  4  8
36  4  9
37  4  10
38  4  11
39  4  12
40  4  11
41  5  11
42  5  10
43  5  11
44  5  10
45  6  10
46  7  10
47  7  9
48  7  8
49  7  9
50  8  9
51  8  8
52  9  8
53  9  7
54  10  7
55  9  7
56  8  7
57  7  7
58  7  6
59  6  6
60  5  6
61  4  6
62  5  6
63  5  7
64  6  7
65  6  8
66  6  7
67  6  6
68  6  7
69  5  7
70  5  6
71  5  5
72  6  5
73  6  6
74  6  5
75  6  6
76  7  6
77  8  6
78  9  6
79  8  6
80  8  5
81  9  5
82  8  5
83  8  4
84  8  5
85  9  5
86  8  5
87  7  5
88  7  4
89  8  4
90  8  5
91  9  5
92  8  5
93  8  6
94  9  6
95  9  7
96  10  7
97  9  7
98  9  8
99  10  8
100  10  7
101  10  6
102  9  6
103  8  6
104  8  5
105  7  5
106  8  5
107  8  6
108  8  7
109  8  6
110  7  6
111  7  5
112  6  5
113  6  4
114  5  4
115  6  4
116  5  4
117  4  4
118  3  4
119  2  4
120  2  5
121  3  5
122  3  4
123  2  4
124  3  4
125  3  3
126  2  3
127  1  3
128  2  3
129  2  2
130  2  1
131  2  2
132  2  3
133  2  2
134  1  2
135  1  1
136  1  2
137  2  2
138  2  1
139  3  1
140  2  1
141  2  2
142  2  3
143  2  4
144  2  3
145  3  3
146  3  2
147  3  3
148  2  3
149  1  3
150  0  3
151  0  4
152  0  5
153  -1  5
154  0  5
155  1  5
156  1  6
157  2  6
158  3  6
159  4  6
160  3  6
161  4  6
162  5  6
163  5  5
164  4  5
165  4  4
166  4  5
167  5  5
168  6  5
169  6  4
170  6  3
171  7  3
172  7  4
173  7  5
174  8  5
175  9  5
176  9  4
177  9  3
178  8  3
179  7  3
180  7  4
181  7  3
182  8  3
183  8  4
184  8  5
185  7  5
186  8  5
187  8  4
188  9  4
189  9  5
190  9  4
191  9  3
192  9  2
193  8  2
194  8  3
195  8  4
196  7  4
197  7  5
198  7  4
199  7  5
200  7  4
201  7  3
202  7  4
203  8  4
204  8  5
205  8  4
206  7  4
207  7  5
208  7  6
209  6  6
210  7  6
211  7  7
212  7  8
213  6  8
214  6  7
215  5  7
216  4  7
217  4  8
218  3  8
219  2  8
220  2  9
221  2  8
222  2  7
223  3  7
224  2  7
225  1  7
226  1  6
227  2  6
228  2  5
229  3  5
230  3  4
231  3  5
232  4  5
233  4  4
234  3  4
235  3  3
236  4  3
237  3  3
238  3  4
239  2  4
240  2  5
241  3  5
242  4  5
243  3  5
244  4  5
245  4  4
246  4  3
247  4  2
248  5  2
249  5  3
250  5  2
251  4  2
252  4  1
253  5  1
254  4  1
255  3  1
256  3  2
257  2  2
258  2  1
259  2  2
260  2  3
261  2  4
262  2  5
263  2  6
264  1  6
265  1  5
266  1  4
267  2  4
268  2  3
269  3  3
270  2  3
271  3  3
272  3  4
273  3  5
274  3  6
275  3  5
276  3  4
277  3  5
278  3  4
279  3  3
280  3  2
281  4  2
282  5  2
283  5  1
284  5  0
285  5  1
286  5  0
287  5  1
288  5  2
289  4  2
290  4  3
291  4  2
292  5  2
293  5  1
294  5  0
295  4  0
296  3  0
297  3  1
298  3  0
299  3  -1
300  3  -2
301  4  -2
302  5  -2
303  6  -2
304  7  -2
305  8  -2
306  8  -3
307  7  -3
308  7  -2
309  7  -1
310  8  -1
311  9  -1
312  9  0
313  9  -1
314  9  0
315  9  1
316  8  1
317  8  0
318  7  0
319  8  0
320  8  -1
321  8  0
322  9  0
323  9  -1
324  8  -1
325  8  0
326  7  0
327  8  0
328  8  1
329  9  1
330  9  0
331  9  -1
332  9  -2
333  10  -2
334  11  -2
335  11  -1
336  12  -1
337  12  0
338  11  0
339  11  -1
340  11  -2
341  11  -1
342  11  0
343  10  0
344  11  0
345  11  1
346  11  0
347  10  0
348  10  1
349  10  2
350  9  2
351  9  1
352  9  2
353  10  2
354  9  2
355  10  2
356  9  2
357  9  3
358  9  2
359  9  3
360  10  3
361  10  4
362  9  4
363  10  4
364  11  4
365  12  4
366  12  5
367  12  6
368  13  6
369  13  5
370  13  6
371  14  6
372  15  6
373  15  7
374  16  7
375  16  6
376  16  5
377  16  4
378  17  4
379  18  4
380  18  3
381  19  3
382  20  3
383  20  2
384  20  1
385  19  1
386  18  1
387  17  1
388  17  2
389  17  1
390  16  1
391  16  2
392  16  3
393  16  4
394  15  4
395  14  4
396  13  4
397  13  5
398  14  5
399  13  5
400  14  5
401  13  5
402  14  5
403  14  4
404  13  4
405  14  4
406  15  4
407  15  5
408  15  4
409  15  5
410  15  4
411  15  3
412  15  2
413  16  2
414  16  1
415  16  0
416  15  0
417  16  0
418  17  0
419  17  1
420  17  2
421  17  1
422  17  0
423  16  0
424  16  -1
425  16  -2
426  17  -2
427  17  -1
428  18  -1
429  18  0
430  19  0
431  20  0
432  19  0
433  19  -1
434  20  -1
435  20  -2
436  21  -2
437  22  -2
438  21  -2
439  20  -2
440  19  -2
441  19  -3
442  20  -3
443  19  -3
444  18  -3
445  18  -2
446  18  -1
447  18  -2
448  18  -3
449  18  -2
450  17  -2
451  17  -1
452  16  -1
453  17  -1
454  18  -1
455  18  -2
456  18  -1
457  17  -1
458  18  -1
459  18  -2
460  17  -2
461  17  -1
462  16  -1
463  17  -1
464  16  -1
465  17  -1
466  16  -1
467  17  -1
468  17  0
469  17  1
470  17  2
471  18  2
472  18  3
473  17  3
474  16  3
475  16  2
476  15  2
477  16  2
478  17  2
479  17  1
480  18  1
481  17  1
482  16  1
483  15  1
484  16  1
485  16  0
486  15  0
487  15  -1
488  15  -2
489  15  -3
490  16  -3
491  15  -3
492  14  -3
493  15  -3
494  15  -2
495  15  -1
496  15  0
497  14  0
498  13  0
499  13  1
