0	-0.921	0.391
1	-0.628	-0.566
2	-0.680	0.433
3	0.271	0.742
4	0.478	1.720
5	-0.420	2.159
6	0.034	3.050
7	-0.123	2.062
8	-0.952	2.621
9	-0.917	1.622
10	-0.186	0.940
11	-1.005	1.513
12	-1.759	2.169
13	-2.568	1.582
14	-3.550	1.391
15	-3.876	2.336
16	-2.969	1.914
17	-2.515	1.023
18	-3.477	1.298
19	-2.947	2.146
20	-2.402	2.985
21	-3.084	2.254
22	-2.201	1.784
23	-1.302	2.223
24	-2.111	1.635
25	-3.045	1.993
26	-2.236	2.581
27	-2.478	1.611
28	-2.152	2.556
29	-1.182	2.798
30	-1.338	3.786
31	-1.046	2.829
32	-2.044	2.760
33	-1.266	3.389
34	-0.637	2.612
35	-0.655	3.612
36	0.053	2.905
37	0.597	2.066
38	1.142	2.905
39	2.048	2.482
40	2.548	1.616
41	2.722	0.631
42	1.752	0.389
43	1.236	1.246
44	0.505	0.564
45	-0.495	0.564
46	0.362	0.049
47	0.501	1.040
48	1.435	0.681
49	0.692	1.350
50	1.280	2.159
51	0.314	1.901
52	1.091	1.271
53	2.085	1.376
54	1.228	1.891
55	0.232	1.978
56	0.440	2.956
57	-0.553	3.078
58	0.418	2.836
59	0.210	3.814
60	0.383	2.829
61	1.091	3.537
62	0.170	3.927
63	-0.649	4.501
64	-1.595	4.826
65	-0.595	4.861
66	-0.253	5.801
67	-0.358	4.806
68	-0.201	5.794
69	-0.883	5.063
70	-1.368	4.188
71	-2.259	3.734
72	-1.552	3.027
73	-1.161	3.948
74	-1.749	4.757
75	-1.042	4.050
76	-0.386	3.295
77	0.321	2.588
78	-0.238	3.417
79	-1.037	2.815
80	-0.477	1.986
81	-1.417	1.644
82	-0.761	2.399
83	-1.230	1.516
84	-2.227	1.428
85	-2.569	2.368
86	-3.561	2.490
87	-4.031	3.373
88	-3.202	3.932
89	-2.354	4.462
90	-1.392	4.738
91	-2.099	5.445
92	-2.082	6.445
93	-1.675	7.358
94	-1.536	6.368
95	-1.244	7.324
96	-1.774	6.476
97	-2.768	6.581
98	-3.743	6.356
99	-2.797	6.030
100	-2.154	6.796
101	-3.037	7.266
102	-2.189	7.796
103	-2.033	6.808
104	-2.924	7.262
105	-3.875	6.953
106	-3.232	6.187
107	-3.998	5.544
108	-4.807	4.956
109	-5.768	4.681
110	-6.534	4.038
111	-6.843	4.989
112	-6.913	5.987
113	-7.070	4.999
114	-8.070	4.999
115	-9.054	4.825
116	-9.656	5.624
117	-9.586	4.626
118	-10.485	4.188
119	-11.480	4.292
120	-11.010	3.409
121	-11.132	2.417
122	-10.976	3.405
123	-11.795	2.831
124	-10.813	3.022
125	-10.359	3.913
126	-10.961	3.114
127	-11.491	3.962
128	-10.501	3.823
129	-10.955	4.714
130	-10.646	3.763
131	-11.400	4.419
132	-12.209	5.007
133	-11.478	5.689
134	-10.527	5.380
135	-10.089	6.279
136	-9.864	5.304
137	-9.639	6.279
138	-9.864	7.253
139	-9.364	8.119
140	-9.088	9.080
141	-9.865	8.451
142	-10.365	7.585
143	-10.504	6.595
144	-10.331	7.580
145	-9.404	7.954
146	-8.404	7.919
147	-7.649	8.575
148	-8.265	7.787
149	-7.359	7.365
150	-7.717	8.298
151	-8.386	9.041
152	-9.285	9.480
153	-9.941	8.725
154	-8.985	9.017
155	-9.833	8.487
156	-10.811	8.695
157	-11.370	9.524
158	-12.209	8.980
159	-13.203	9.084
160	-13.911	8.377
161	-13.036	8.862
162	-13.956	8.471
163	-14.870	8.065
164	-15.196	7.119
165	-14.357	6.574
166	-13.430	6.200
167	-12.452	5.992
168	-12.981	5.144
169	-13.323	6.084
170	-14.321	6.153
171	-13.995	7.099
172	-13.011	6.925
173	-13.962	7.234
174	-14.739	6.605
175	-14.269	5.722
176	-13.710	6.551
177	-14.708	6.481
178	-13.720	6.638
179	-14.698	6.846
180	-15.680	6.655
181	-16.296	5.867
182	-17.247	6.176
183	-16.348	5.737
184	-16.640	6.694
185	-16.155	5.819
186	-16.464	4.868
187	-15.470	4.973
188	-15.161	4.021
189	-14.919	4.992
190	-15.144	5.966
191	-14.599	5.127
192	-14.564	6.127
193	-13.735	6.686
194	-12.808	7.061
195	-11.847	7.336
196	-12.566	6.642
197	-12.618	7.640
198	-11.799	7.067
199	-11.184	6.279
200	-10.684	7.145
201	-10.771	6.148
202	-9.772	6.096
203	-10.515	6.765
204	-9.686	7.324
205	-9.791	6.330
206	-10.100	5.379
207	-9.194	5.802
208	-8.365	5.242
209	-8.022	4.303
210	-8.610	3.494
211	-9.169	2.665
212	-8.236	3.023
213	-7.236	3.058
214	-6.345	2.604
215	-6.975	1.827
216	-7.010	2.826
217	-6.233	3.455
218	-5.254	3.663
219	-6.129	3.179
220	-5.691	4.077
221	-6.565	3.593
222	-7.479	3.186
223	-6.891	3.995
224	-6.184	3.288
225	-7.178	3.392
226	-6.756	4.299
227	-7.575	4.872
228	-8.029	3.981
229	-7.163	3.481
230	-6.589	2.662
231	-5.723	3.162
232	-5.285	2.263
233	-4.959	3.209
234	-3.975	3.035
235	-4.914	3.377
236	-5.368	2.486
237	-6.177	3.074
238	-6.807	3.851
239	-7.758	4.160
240	-7.948	3.178
241	-8.910	3.454
242	-9.767	2.939
243	-9.610	1.951
244	-9.172	2.850
245	-10.011	3.395
246	-9.620	2.474
247	-10.615	2.370
248	-11.599	2.196
249	-10.660	2.538
250	-11.599	2.196
251	-10.602	2.266
252	-11.175	1.447
253	-12.146	1.205
254	-13.052	1.627
255	-13.506	0.736
256	-12.524	0.545
257	-11.951	1.365
258	-12.925	1.590
259	-12.960	2.589
260	-13.047	3.585
261	-12.173	3.100
262	-11.282	2.646
263	-12.180	3.085
264	-13.120	2.743
265	-12.575	3.581
266	-12.663	4.578
267	-11.968	5.297
268	-12.142	4.312
269	-12.580	3.413
270	-12.006	4.232
271	-13.006	4.198
272	-12.971	5.197
273	-12.971	4.197
274	-12.695	5.158
275	-11.734	4.883
276	-11.717	3.883
277	-12.704	3.726
278	-13.292	4.535
279	-12.463	5.095
280	-12.533	4.097
281	-11.551	4.288
282	-12.450	4.726
283	-11.559	5.180
284	-11.184	6.107
285	-12.135	6.416
286	-11.151	6.590
287	-10.926	7.564
288	-11.657	8.246
289	-11.449	7.268
290	-10.706	7.937
291	-10.671	8.937
292	-10.963	7.980
293	-11.862	7.542
294	-12.823	7.818
295	-12.481	8.757
296	-12.823	7.818
297	-12.129	7.098
298	-12.744	7.886
299	-12.486	8.852
300	-11.912	9.671
301	-11.013	10.110
302	-10.622	9.189
303	-10.915	10.146
304	-11.871	9.853
305	-11.767	8.859
306	-12.728	8.583
307	-13.384	9.338
308	-14.340	9.045
309	-14.666	9.991
310	-13.760	9.568
311	-14.705	9.894
312	-13.806	9.456
313	-13.384	10.362
314	-14.362	10.570
315	-15.275	10.163
316	-15.863	9.354
317	-14.889	9.129
318	-15.404	8.272
319	-14.585	8.845
320	-15.279	9.565
321	-14.764	8.708
322	-13.764	8.690
323	-12.819	9.016
324	-12.560	9.982
325	-13.542	10.172
326	-12.703	9.628
327	-12.512	10.609
328	-11.520	10.488
329	-12.227	11.195
330	-13.036	11.782
331	-14.036	11.782
332	-13.845	10.801
333	-14.552	11.508
334	-14.413	12.498
335	-15.296	12.968
336	-14.439	13.483
337	-15.068	14.260
338	-15.259	15.242
339	-14.884	16.169
340	-14.762	17.161
341	-13.772	17.022
342	-12.963	17.610
343	-12.509	18.501
344	-13.483	18.276
345	-14.382	18.714
346	-13.794	19.523
347	-14.136	20.463
348	-13.730	19.549
349	-12.732	19.619
350	-12.407	18.674
351	-12.000	19.587
352	-12.755	18.931
353	-13.675	18.540
354	-14.418	17.871
355	-15.173	18.527
356	-14.344	17.968
357	-15.341	18.038
358	-14.493	17.508
359	-13.786	16.801
360	-14.720	16.443
361	-15.714	16.547
362	-15.372	17.487
363	-14.828	16.648
364	-15.358	17.496
365	-15.931	16.677
366	-16.852	17.068
367	-15.852	17.103
368	-15.957	16.108
369	-15.442	16.965
370	-15.372	15.968
371	-15.946	15.149
372	-16.700	15.805
373	-15.780	16.195
374	-16.686	15.773
375	-17.543	16.288
376	-18.391	16.818
377	-19.384	16.940
378	-20.161	16.310
379	-19.602	17.139
380	-20.245	17.905
381	-19.952	16.949
382	-19.032	17.340
383	-18.363	16.597
384	-17.924	17.495
385	-16.928	17.408
386	-16.312	18.196
387	-15.316	18.109
388	-14.847	17.226
389	-14.656	16.245
390	-14.638	17.244
391	-13.693	17.570
392	-12.703	17.431
393	-12.444	16.465
394	-12.135	17.416
395	-11.358	18.045
396	-12.319	18.321
397	-12.371	19.319
398	-13.040	18.576
399	-13.299	17.610
400	-13.177	16.618
401	-14.006	16.059
402	-13.012	15.954
403	-12.016	16.041
404	-13.016	16.059
405	-13.645	16.836
406	-13.303	17.776
407	-12.818	16.901
408	-12.492	15.955
409	-12.023	15.072
410	-12.705	14.341
411	-11.705	14.341
412	-10.998	13.634
413	-10.607	12.714
414	-10.434	13.698
415	-9.527	14.121
416	-10.488	13.845
417	-9.631	13.330
418	-10.470	13.875
419	-11.213	13.206
420	-10.365	12.676
421	-10.140	11.701
422	-9.538	10.903
423	-9.180	11.836
424	-8.871	12.787
425	-9.309	11.889
426	-10.287	11.681
427	-9.978	12.632
428	-10.432	11.741
429	-9.994	10.842
430	-9.540	11.733
431	-9.782	10.763
432	-9.063	10.068
433	-8.447	9.280
434	-9.256	8.692
435	-10.196	8.350
436	-9.239	8.058
437	-8.306	7.700
438	-7.306	7.665
439	-8.038	6.983
440	-8.757	7.677
441	-8.862	6.683
442	-9.421	5.854
443	-9.351	4.856
444	-8.778	4.037
445	-8.248	3.189
446	-8.023	4.163
447	-7.988	5.163
448	-8.786	4.561
449	-7.866	4.170
450	-7.078	3.555
451	-6.230	4.084
452	-5.230	4.084
453	-5.056	5.069
454	-4.571	4.195
455	-4.571	5.195
456	-5.437	4.695
457	-5.779	5.634
458	-4.805	5.409
459	-3.860	5.735
460	-4.787	6.110
461	-4.839	7.108
462	-5.738	6.670
463	-5.790	5.671
464	-5.188	6.470
465	-4.305	6.000
466	-3.422	5.531
467	-4.231	4.943
468	-3.280	5.252
469	-2.780	6.118
470	-2.165	6.906
471	-3.163	6.854
472	-2.854	7.805
473	-2.872	8.805
474	-2.647	7.830
475	-3.402	8.486
476	-3.824	7.580
477	-2.941	7.111
478	-2.210	7.793
479	-2.941	8.475
480	-3.557	7.687
481	-4.448	8.141
482	-4.535	7.144
483	-4.396	8.135
484	-3.822	7.316
485	-2.965	7.831
486	-3.856	8.285
487	-4.030	7.300
488	-3.221	6.712
489	-3.987	6.069
490	-3.104	5.600
491	-3.773	4.857
492	-2.974	5.458
493	-2.905	4.461
494	-3.902	4.531
495	-2.951	4.840
496	-2.052	5.278
497	-2.992	4.936
498	-2.117	4.451
499	-3.116	4.503
